GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
0500000US18065,18065,"Henry County, Indiana",18214,319,12199,379,9256,363,6015,295,10.5,1.3,8.2,1.5,3.6,1.4,17.7,3.3,5.6,0.8,2.8,0.6,2.1,0.8,11.7,2.3,12.0,1.2,8.2,1.3,6.2,1.4,20.8,2.7,14.3,1.3,11.1,1.7,9.1,1.8,20.7,2.4,17.9,1.7,18.3,2.1,18.5,2.3,16.4,3.0,18.1,1.4,22.4,2.0,25.3,2.1,8.4,2.0,11.7,1.2,15.5,1.7,18.0,2.3,2.2,1.0,7.4,1.0,10.1,1.4,12.6,1.8,1.6,1.1,1.3,0.5,1.7,0.7,2.2,0.9,0.4,0.3,1.3,0.5,1.8,0.7,2.3,0.9,0.2,0.2,40247,1504,51545,2532,59763,3646,24925,2326,51915,1978,60765,2457,69303,3280,31437,3998,23.6,,,,,,,,,,23.4,,,,,,,,,,,,23.1,
0500000US18067,18067,"Howard County, Indiana",34386,441,21829,468,16322,504,12557,543,9.5,1.0,5.5,1.0,2.2,0.7,17.1,2.1,5.3,0.8,3.2,0.7,1.6,0.7,9.8,1.5,14.0,1.2,9.3,1.4,5.4,1.3,22.6,2.6,13.7,1.1,10.6,1.3,9.3,1.4,18.8,2.1,14.0,1.2,13.4,1.4,13.7,1.7,14.1,1.9,17.3,1.2,22.1,1.8,23.8,2.1,9.2,1.4,11.9,1.3,15.5,1.7,18.8,2.1,5.0,1.3,10.2,1.0,14.2,1.5,17.2,1.8,2.6,0.9,2.6,0.5,3.8,0.8,5.0,1.1,0.3,0.3,1.6,0.4,2.2,0.5,3.0,0.7,0.5,0.3,42078,1372,58309,2251,67355,2649,25219,1332,56450,1588,68452,2082,78950,2655,33522,2163,27.9,,,,,,,,,,26.5,,,,,,,,,,,,28.3,
0500000US18069,18069,"Huntington County, Indiana",14413,277,9811,308,8081,286,4602,276,5.1,1.1,2.3,1.0,1.0,0.7,12.1,2.8,5.9,1.0,3.2,0.9,1.9,0.7,11.9,2.4,12.9,1.4,7.8,1.7,4.9,1.3,23.5,2.8,12.7,1.5,11.4,1.6,9.4,1.4,16.4,3.2,15.7,1.3,15.8,1.6,15.9,1.6,15.3,2.8,21.3,1.7,24.5,2.1,26.3,2.5,13.9,2.9,13.2,1.3,16.8,1.8,19.2,2.1,4.9,1.9,10.0,1.3,13.6,1.7,15.9,2.0,1.8,1.1,2.1,0.5,3.0,0.8,3.7,1.0,0.2,0.2,1.1,0.4,1.6,0.6,1.8,0.7,0.1,0.1,47356,1804,58251,2110,64196,2778,26400,1972,57172,1653,67670,2298,,,33236,1946,25.9,,,,,,,,,,23.9,,,,,,,,,,,,29.1,
0500000US18071,18071,"Jackson County, Indiana",16657,284,11673,400,8945,400,4984,344,5.8,1.1,4.5,1.1,1.9,1.0,11.1,2.6,6.5,1.4,2.2,0.7,1.7,0.8,16.3,3.7,11.2,1.3,8.0,1.3,5.5,1.4,19.9,3.0,11.8,2.0,10.6,2.4,8.2,2.1,16.3,3.2,16.8,2.1,17.5,2.2,16.2,2.3,14.9,3.5,22.5,2.2,24.5,2.7,27.2,3.1,15.6,3.2,13.3,1.9,17.6,2.6,21.1,3.1,2.4,1.3,9.4,1.2,11.7,1.5,14.1,1.8,2.7,1.9,1.8,0.6,2.4,0.9,3.1,1.2,0.2,0.4,0.8,0.4,1.0,0.5,1.0,0.5,0.4,0.6,47758,2155,56542,2256,65387,2893,26081,1868,56747,2094,64763,2422,,,34647,3536,22.8,,,,,,,,,,24.4,,,,,,,,,,,,17.3,
0500000US18073,18073,"Jasper County, Indiana",11988,306,9075,323,7454,334,2913,330,4.4,1.2,2.9,1.1,1.5,0.7,10.7,3.5,3.2,0.8,1.9,0.9,1.2,0.7,7.0,2.6,10.1,1.7,6.0,1.6,3.5,1.2,24.1,5.1,10.2,1.6,8.7,1.6,6.7,1.6,16.8,4.8,15.8,1.8,16.1,2.2,15.5,2.4,14.6,4.1,22.1,2.5,23.1,3.0,23.4,2.9,17.8,4.7,17.2,1.9,21.5,2.7,24.4,3.1,2.7,1.6,11.7,1.8,14.0,2.3,16.9,2.7,2.1,1.0,3.7,1.1,4.0,1.2,4.9,1.5,2.6,2.4,1.7,0.7,1.7,0.8,2.1,0.9,1.7,1.8,56214,2892,66185,5813,73376,2880,30149,2876,65769,2709,72502,3097,,,41272,5570,33.3,,,,,,,,,,33.0,,,,,,,,,,,,32.4,
0500000US18075,18075,"Jay County, Indiana",8196,191,5634,218,4348,194,2562,224,6.2,1.3,4.0,1.3,0.9,0.6,13.2,3.4,7.6,1.4,4.0,1.4,2.2,1.3,17.5,3.9,14.4,2.0,9.9,1.8,8.9,1.9,23.8,4.6,12.6,1.5,10.4,2.0,9.8,2.3,15.9,3.3,18.8,2.3,21.4,2.6,18.3,2.6,14.5,3.8,20.9,2.0,24.4,2.8,27.4,3.1,11.9,3.3,10.7,1.6,14.1,2.2,18.0,2.7,2.3,1.2,7.2,1.5,9.5,1.9,11.7,2.4,0.7,0.9,0.7,0.4,1.0,0.6,1.2,0.8,0.0,1.2,0.9,0.5,1.2,0.7,1.5,0.9,0.1,0.2,40761,2081,50186,2345,58029,2100,22360,2059,50357,2776,59041,3881,,,28640,2138,27.2,,,,,,,,,,27.3,,,,,,,,,,,,26.4,
0500000US18077,18077,"Jefferson County, Indiana",12746,390,8867,384,6324,364,3879,340,6.2,1.6,4.4,1.5,1.3,0.8,11.8,3.6,5.1,1.3,3.2,1.2,1.7,0.8,10.4,3.5,13.7,2.2,11.9,2.6,7.7,2.1,21.7,4.0,12.3,2.0,8.7,2.1,8.6,2.5,20.1,4.1,18.8,2.3,18.9,2.6,17.5,2.7,17.2,4.1,18.8,2.0,22.3,2.7,24.4,3.4,9.1,2.8,13.0,1.8,15.2,2.3,18.6,3.0,6.2,2.6,8.7,1.8,10.7,2.4,14.4,3.3,3.5,1.7,2.5,1.1,3.5,1.5,4.2,1.7,0.0,0.8,0.8,0.4,1.2,0.6,1.6,0.8,0.0,0.8,45306,2450,52485,2580,62588,5958,27443,2859,55752,2420,63596,2810,,,33983,3113,27.3,,,,,,,,,,26.6,,,,,,,,,,,,26.4,
0500000US18079,18079,"Jennings County, Indiana",10585,271,7233,390,5366,367,3352,315,7.4,1.7,6.1,2.1,1.6,1.2,13.5,4.4,7.0,1.8,4.4,1.6,2.6,1.4,12.4,4.0,10.7,2.0,7.5,2.1,5.3,1.7,17.5,4.5,13.2,2.0,10.3,2.4,11.0,2.9,21.0,4.3,15.8,2.3,17.5,2.6,16.3,2.6,14.7,4.8,22.7,2.5,26.3,3.1,29.1,4.0,12.1,4.1,11.9,2.2,13.2,2.7,14.9,3.4,5.5,2.8,8.3,1.6,11.4,2.3,15.1,3.0,1.2,1.1,1.7,0.9,2.2,1.1,3.0,1.5,0.7,1.2,1.1,0.6,1.1,0.7,1.2,0.8,1.3,1.2,44758,2813,53276,2586,61742,2985,27157,3009,54368,2726,60894,3130,,,36433,5283,30.4,,,,,,,,,,28.2,,,,,,,,,,,,32.7,
0500000US18081,18081,"Johnson County, Indiana",52873,726,38364,768,30503,734,14509,880,4.3,0.6,3.1,0.7,0.7,0.4,8.8,2.0,3.5,0.5,2.1,0.5,1.0,0.5,7.7,1.4,8.8,0.9,5.7,0.9,2.8,0.7,18.0,2.6,9.8,1.1,7.5,1.1,6.0,0.9,16.9,2.4,14.4,1.2,13.1,1.3,12.7,1.4,18.1,2.8,19.9,1.3,21.0,1.7,20.6,1.7,16.6,2.4,15.0,1.2,17.4,1.4,19.7,1.8,7.3,1.6,15.3,1.2,19.3,1.6,23.2,1.9,3.8,1.1,5.2,0.8,6.0,0.9,7.4,1.1,1.9,0.7,3.9,0.7,4.8,0.8,5.8,1.0,0.8,0.6,60644,1780,72062,2331,81524,2146,34312,1761,76126,2325,86078,2705,96606,3064,44792,2631,26.2,,,,,,,,,,25.7,,,,,,,,,,,,26.9,
0500000US18083,18083,"Knox County, Indiana",14705,364,9341,376,7106,423,5364,391,8.8,1.5,5.1,1.8,1.2,0.6,16.1,3.2,7.4,1.1,3.1,1.1,1.3,0.7,15.8,2.6,12.7,1.7,7.7,1.6,5.1,1.4,21.7,3.5,12.5,1.8,10.7,2.1,7.9,1.9,16.9,3.6,14.8,1.9,16.0,2.3,16.8,2.7,13.5,2.8,20.4,2.3,24.9,2.9,27.2,3.4,10.1,2.5,10.9,1.7,14.9,2.3,18.4,2.6,3.7,2.0,8.8,1.5,12.6,2.1,15.8,2.6,1.2,0.7,2.0,0.8,2.9,1.2,3.8,1.5,0.3,0.5,1.6,0.6,2.1,1.0,2.6,1.2,0.7,0.6,42997,2758,55712,2634,63515,2413,22940,2343,53868,2325,65926,3270,,,30510,2269,24.1,,,,,,,,,,21.6,,,,,,,,,,,,27.4,
0500000US18085,18085,"Kosciusko County, Indiana",29414,413,20947,440,17005,469,8467,425,5.6,0.8,3.1,0.7,1.1,0.5,12.7,2.3,5.3,0.8,2.7,0.7,1.5,0.7,12.0,2.1,9.1,1.0,5.6,0.9,4.4,1.0,18.2,2.2,10.2,0.9,8.2,1.1,6.5,0.9,16.6,2.4,16.2,1.3,16.6,1.6,15.5,1.7,16.0,2.7,22.7,1.4,26.4,1.7,28.0,2.0,12.7,2.1,13.4,1.2,16.1,1.6,18.3,1.6,5.3,1.4,11.2,1.1,13.6,1.4,15.8,1.7,4.2,1.4,3.2,0.5,3.8,0.7,4.4,0.9,1.1,0.9,3.1,0.5,3.8,0.7,4.5,0.8,1.3,0.8,52706,1245,61213,1982,67613,2137,29840,1959,66812,1974,75973,2273,83237,2800,41342,3794,26.7,,,,,,,,,,26.9,,,,,,,,,,,,24.9,
0500000US18087,18087,"LaGrange County, Indiana",11735,305,9178,318,7809,295,2557,258,4.8,1.0,3.3,1.0,1.7,0.9,10.6,3.3,4.4,1.2,2.4,1.0,2.3,1.2,12.9,4.2,11.2,1.5,7.5,1.4,5.4,1.3,26.0,4.7,12.5,1.8,12.0,2.0,11.4,2.1,16.2,4.2,18.6,2.1,19.3,2.1,18.4,2.1,17.1,5.5,23.6,2.1,26.1,2.5,28.0,2.9,10.6,3.6,10.3,1.5,11.9,1.8,12.8,2.0,2.7,1.8,9.3,1.5,10.9,1.8,12.5,2.1,3.4,2.2,3.3,0.9,4.3,1.2,4.9,1.4,0.0,1.2,1.9,0.7,2.3,0.9,2.6,1.1,0.4,0.7,49112,1354,52730,1877,56918,3883,25207,3216,62183,2833,68496,3173,,,36303,7609,26.7,,,,,,,,,,27.5,,,,,,,,,,,,23.2,
0500000US18089,18089,"Lake County, Indiana",182919,1192,123165,1323,81954,1409,59754,1412,8.6,0.4,6.4,0.4,1.6,0.3,15.0,0.9,5.8,0.4,3.8,0.4,1.5,0.3,9.8,0.8,11.5,0.5,8.0,0.5,4.8,0.5,18.9,1.2,10.8,0.5,9.3,0.6,7.4,0.6,14.0,1.1,13.7,0.6,13.3,0.7,11.4,0.6,14.9,0.9,19.2,0.7,21.0,0.8,23.0,1.1,15.0,1.0,12.5,0.5,14.8,0.6,18.4,0.9,7.0,0.7,12.2,0.5,15.8,0.7,21.2,0.9,4.0,0.5,3.5,0.3,4.7,0.4,6.7,0.6,0.7,0.3,2.2,0.2,2.9,0.3,4.1,0.4,0.7,0.2,49617,808,60293,801,75333,1373,29521,1318,63224,851,73439,1165,89312,1736,39840,1347,30.7,,,,,,,,,,31.2,,,,,,,,,,,,28.4,
0500000US18091,18091,"LaPorte County, Indiana",42756,598,28246,558,21216,526,14510,579,6.6,0.8,5.0,0.9,1.3,0.6,12.3,1.8,6.8,0.8,5.3,1.0,1.6,0.6,11.0,1.8,12.7,1.0,8.9,1.2,6.0,1.2,20.4,1.9,11.5,1.0,8.8,0.9,8.1,1.2,15.6,1.9,14.7,1.1,14.3,1.3,14.1,1.6,15.0,1.8,19.2,1.1,21.5,1.4,24.5,1.7,14.0,1.9,13.7,1.1,16.9,1.4,20.0,1.6,6.8,1.3,10.3,0.9,13.6,1.2,16.9,1.5,3.1,0.8,2.4,0.4,2.9,0.6,3.7,0.7,1.2,0.7,2.1,0.4,2.8,0.5,3.7,0.7,0.6,0.3,47117,1485,58867,2349,69745,1691,28883,1574,60207,1292,69903,1843,81324,2499,38794,1859,28.0,,,,,,,,,,27.3,,,,,,,,,,,,28.5,
0500000US18093,18093,"Lawrence County, Indiana",18561,334,13160,450,10377,411,5401,428,7.0,1.0,4.5,1.1,2.0,0.9,14.9,2.5,6.5,1.1,4.0,1.6,1.7,1.1,14.5,2.8,13.5,1.7,8.9,1.7,6.8,1.5,22.9,3.6,13.1,1.7,12.5,2.0,11.5,2.1,14.8,3.0,15.4,1.8,15.7,2.1,15.3,2.2,14.3,3.4,19.4,2.2,22.9,2.6,25.3,2.9,9.2,2.4,12.4,1.4,15.5,2.0,18.6,2.3,5.8,1.9,9.5,1.2,11.6,1.7,13.5,2.0,3.3,1.7,1.5,0.6,1.9,0.8,2.3,0.9,0.3,0.3,1.8,0.7,2.5,0.9,3.1,1.2,0.0,0.6,44553,1869,54356,2536,61112,2359,23944,1748,55927,2336,64989,3227,72767,3800,32035,2287,28.5,,,,,,,,,,27.7,,,,,,,,,,,,29.1,
0500000US18095,18095,"Madison County, Indiana",51232,596,33262,702,24308,621,17970,663,8.6,0.7,6.3,1.0,2.3,0.7,14.2,1.6,6.9,0.6,3.4,0.7,2.2,0.7,13.8,1.4,12.8,0.9,8.6,0.9,4.9,0.9,21.8,1.9,11.8,0.9,9.6,0.8,7.3,0.7,16.0,1.8,16.8,0.9,17.2,1.2,16.4,1.3,15.9,1.5,19.6,1.1,23.1,1.5,26.9,1.6,11.5,1.5,11.8,0.8,15.5,1.1,18.8,1.4,4.0,0.8,9.0,0.7,12.2,1.0,15.9,1.3,2.3,0.8,1.5,0.3,2.3,0.5,3.0,0.7,0.1,0.2,1.3,0.3,1.8,0.4,2.2,0.5,0.3,0.2,43440,1201,55126,1226,64485,1504,25115,1320,54590,1259,65098,1749,75407,2150,32777,1662,28.7,,,,,,,,,,27.0,,,,,,,,,,,,30.6,
0500000US18097,18097,"Marion County, Indiana",361648,2046,212599,2024,133823,1978,149049,2223,9.7,0.3,7.2,0.4,2.0,0.3,14.5,0.7,6.3,0.3,4.2,0.3,1.8,0.2,9.7,0.6,13.0,0.4,10.5,0.5,5.7,0.5,17.5,0.7,12.5,0.4,11.1,0.5,8.2,0.5,15.2,0.7,15.5,0.4,14.5,0.6,13.3,0.7,16.6,0.7,17.7,0.5,19.1,0.5,22.1,0.7,14.7,0.7,10.6,0.4,13.3,0.5,17.7,0.7,5.8,0.4,9.5,0.3,12.7,0.5,18.4,0.8,4.1,0.3,2.7,0.2,3.8,0.3,5.6,0.4,1.0,0.2,2.5,0.2,3.5,0.2,5.3,0.4,0.9,0.1,42378,545,52317,749,71091,1080,30301,590,58912,788,69800,1211,89009,1678,40864,847,25.7,,,,,,,,,,27.0,,,,,,,,,,,,22.6,
0500000US18099,18099,"Marshall County, Indiana",17468,308,11978,369,9569,390,5490,342,5.4,1.0,4.0,1.3,3.0,1.3,9.4,2.5,6.3,1.0,2.5,0.8,1.0,0.5,14.9,2.5,12.1,1.6,7.0,1.2,4.2,0.9,23.4,4.1,13.3,1.5,11.0,1.5,9.7,1.5,19.3,3.1,15.7,1.7,15.8,1.8,15.4,1.8,15.6,3.4,18.2,1.5,22.7,2.0,24.0,2.1,8.4,2.2,15.0,1.5,19.5,2.1,21.2,2.3,4.6,1.4,10.2,1.3,12.7,1.6,15.5,2.0,3.2,1.6,2.1,0.6,2.6,0.8,3.3,1.0,0.7,0.6,1.6,0.4,2.2,0.6,2.7,0.8,0.5,0.3,47219,2348,59226,2210,65222,2655,26170,2205,59585,1963,69539,2606,76820,3102,35306,2842,28.0,,,,,,,,,,27.9,,,,,,,,,,,,26.2,
0500000US18101,18101,"Martin County, Indiana",4199,127,2721,167,2134,143,1478,152,7.5,2.0,4.7,2.4,0.0,1.4,14.1,4.2,7.3,1.9,3.1,1.5,1.3,1.2,14.8,4.1,11.4,2.3,8.6,2.5,8.6,3.0,17.2,4.7,10.2,2.2,7.4,2.2,8.0,2.7,15.7,4.5,18.6,3.1,18.8,4.0,19.1,4.7,18.3,5.5,20.4,3.4,25.6,4.6,26.5,5.4,10.8,4.1,11.9,2.8,14.6,3.8,16.4,4.5,5.4,3.6,8.3,2.3,11.4,3.4,13.1,4.0,2.0,1.5,3.6,1.8,4.7,2.3,5.6,2.8,1.6,2.4,0.7,0.7,1.1,1.1,1.5,1.4,0.0,2.0,45113,3728,55952,4319,61574,8159,28117,4311,55553,3838,66066,4731,,,33711,4663,19.6,,,,,,,,,,21.1,,,,,,,,,,,,16.8,
0500000US18103,18103,"Miami County, Indiana",13246,301,9170,309,7044,275,4076,315,7.4,1.3,4.7,1.2,1.1,0.5,15.6,3.5,6.5,1.6,3.3,1.1,1.9,0.9,13.4,3.5,12.0,1.8,9.2,1.9,6.6,1.6,19.3,4.3,14.4,1.7,12.3,1.9,12.1,2.3,18.8,3.8,15.0,1.5,15.3,1.9,15.4,2.0,13.9,3.0,20.7,1.8,23.4,2.4,26.0,2.8,14.2,3.0,12.5,2.0,17.4,2.9,19.3,3.1,2.1,0.9,9.2,1.4,11.9,1.9,14.6,2.3,2.5,1.3,1.2,0.7,1.2,0.5,1.4,0.6,0.0,0.7,1.0,0.4,1.4,0.6,1.7,0.8,0.1,0.2,43862,3253,55129,3118,61324,3036,25818,2129,54906,2645,63398,3358,,,32639,3595,26.4,,,,,,,,,,25.5,,,,,,,,,,,,26.0,
0500000US18105,18105,"Monroe County, Indiana",53778,640,27530,638,20464,658,26248,710,14.4,0.9,7.0,1.0,2.3,0.6,22.6,1.6,7.1,0.7,3.6,0.8,1.9,0.6,11.4,1.4,11.6,0.9,6.8,1.0,5.1,1.0,16.8,1.6,10.2,0.9,8.4,1.2,6.0,1.0,12.4,1.6,13.4,1.0,13.7,1.4,13.5,1.7,13.2,1.5,16.6,1.0,20.5,1.6,21.4,1.9,12.1,1.3,10.7,0.7,14.9,1.3,17.7,1.7,5.8,1.0,9.4,0.8,14.6,1.3,18.4,1.6,3.5,0.8,3.1,0.5,5.2,0.8,6.9,1.1,0.8,0.3,3.4,0.5,5.3,0.9,6.9,1.1,1.3,0.5,41857,1249,62033,2269,74892,3466,24306,1683,59778,1955,79761,3037,93870,3921,37555,2203,23.8,,,,,,,,,,21.1,,,,,,,,,,,,25.6,
0500000US18107,18107,"Montgomery County, Indiana",14574,310,10069,340,7995,342,4505,319,5.9,1.4,5.1,1.6,2.4,1.4,9.5,2.5,4.9,1.4,1.7,0.8,1.2,0.8,12.4,3.7,12.3,1.8,9.5,2.3,7.1,2.2,19.6,3.3,12.9,1.8,12.0,2.2,9.6,1.9,15.9,3.3,17.8,2.1,18.9,2.5,18.5,2.6,14.7,3.1,21.5,2.0,21.8,2.2,23.6,2.6,19.6,3.8,11.7,1.7,14.9,2.1,17.5,2.4,3.5,1.8,9.6,1.2,11.9,1.6,14.8,1.9,3.5,1.7,2.1,0.6,2.6,0.8,3.3,1.0,0.7,0.6,1.3,0.5,1.5,0.7,1.9,0.9,0.7,0.8,46286,2868,53086,2864,62643,3540,30470,2157,57001,2153,63741,2641,71628,3066,39539,3546,25.7,,,,,,,,,,25.3,,,,,,,,,,,,26.2,
0500000US18109,18109,"Morgan County, Indiana",25456,388,18868,444,15302,431,6588,414,4.7,0.8,3.4,0.8,0.7,0.4,10.4,2.0,3.8,0.8,2.3,0.7,0.9,0.4,9.2,2.3,10.3,1.3,7.1,1.3,5.1,1.3,20.8,3.1,10.5,1.2,9.4,1.3,6.9,1.2,15.5,3.0,15.7,1.4,14.9,1.5,15.1,1.6,16.5,2.7,21.5,1.4,23.8,2.1,26.2,2.4,13.9,2.8,14.4,1.5,16.6,1.9,18.8,2.2,7.3,1.7,13.9,1.4,16.2,1.9,18.8,2.3,4.8,1.8,3.5,0.8,4.3,1.0,5.1,1.3,1.3,1.1,1.8,0.5,2.1,0.6,2.3,0.6,0.3,0.3,54986,2138,63342,2561,70991,2261,30537,2536,67098,2254,74648,3045,,,41301,3104,29.0,,,,,,,,,,28.9,,,,,,,,,,,,27.5,
0500000US18111,18111,"Newton County, Indiana",5327,162,3726,190,2868,184,1601,183,5.9,2.0,4.3,2.1,1.6,1.1,10.7,4.6,6.0,1.5,2.7,1.4,1.2,0.8,15.0,4.2,10.3,1.8,7.5,2.2,4.3,1.8,20.6,4.4,11.6,2.5,9.0,3.0,9.9,4.0,16.6,4.4,16.3,2.5,18.4,3.2,18.1,3.7,11.3,3.6,21.3,3.2,25.9,3.5,27.4,4.4,11.9,4.6,14.4,2.4,15.1,2.6,17.2,3.2,9.2,5.0,9.1,1.9,11.3,2.7,13.1,3.2,2.9,1.8,2.9,1.5,2.8,1.6,3.6,2.1,1.7,2.3,2.0,0.9,2.9,1.3,3.6,1.6,0.0,1.9,49769,3907,55532,3941,61448,3038,27903,3375,60626,5302,67861,6569,,,37391,5354,32.7,,,,,,,,,,33.0,,,,,,,,,,,,31.0,
0500000US18113,18113,"Noble County, Indiana",17703,312,12845,397,9933,425,4858,345,5.6,1.1,4.7,1.2,2.4,1.1,11.7,3.0,4.2,0.9,1.9,0.6,1.1,0.5,9.7,2.6,12.6,1.4,8.3,1.5,5.7,1.3,27.1,3.4,10.8,1.3,9.2,1.5,7.9,1.5,15.5,3.1,17.8,1.6,17.6,2.0,17.0,2.2,16.4,2.9,21.5,1.6,23.5,2.0,24.3,2.2,14.5,3.0,14.2,1.5,17.3,2.0,20.1,2.5,3.4,1.2,9.5,1.5,12.4,1.9,15.2,2.3,0.9,0.7,2.5,0.7,3.3,0.9,4.2,1.2,0.1,0.1,1.5,0.5,1.7,0.7,2.1,0.9,0.7,0.7,49102,1843,59212,2361,67561,2218,25995,2405,60355,2259,68103,2874,,,34983,4233,26.7,,,,,,,,,,27.5,,,,,,,,,,,,21.6,
0500000US18115,18115,"Ohio County, Indiana",2445,124,1597,109,1329,108,848,128,5.9,2.8,1.4,1.1,0.8,1.0,15.2,7.4,6.1,2.3,1.4,1.1,1.1,1.1,15.8,6.0,10.7,3.0,6.4,3.0,6.2,3.1,19.3,6.9,13.6,3.2,14.5,4.2,12.9,4.3,14.4,5.4,15.3,3.1,15.3,4.1,13.9,4.0,15.3,6.0,20.7,3.9,24.5,5.0,24.2,5.8,13.2,5.1,13.8,3.7,18.8,4.8,19.6,5.4,1.4,1.5,10.7,3.3,13.5,4.8,16.1,5.7,3.8,4.5,3.3,1.7,4.3,2.6,5.1,3.1,1.5,2.3,0.0,1.2,0.0,1.9,0.0,2.2,0.0,3.5,47208,5261,61065,7184,65162,9066,24850,3576,57318,3823,67866,4825,,,33247,4415,32.8,,,,,,,,,,26.2,,,,,,,,,,,,44.2,
0500000US18117,18117,"Orange County, Indiana",7618,230,5074,283,3958,245,2544,239,7.5,1.5,5.1,1.6,2.0,1.1,13.6,3.4,9.5,1.8,4.5,1.6,2.5,1.4,20.1,4.5,13.2,2.0,9.5,2.2,7.2,2.4,20.7,4.3,16.4,2.7,17.1,3.5,15.7,3.6,14.8,4.1,15.8,2.4,16.1,2.8,18.4,3.2,15.1,3.9,19.6,2.6,23.4,3.0,25.7,3.5,12.1,4.1,9.6,2.0,12.8,2.9,14.6,3.5,2.3,1.4,7.3,1.6,10.1,2.3,12.0,2.8,1.2,0.8,0.8,0.5,1.2,0.8,1.6,1.0,0.0,1.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.3,38556,2866,47465,3659,51858,3148,22355,2713,47344,2024,54995,2524,,,30417,3399,32.2,,,,,,,,,,31.9,,,,,,,,,,,,32.0,
0500000US18119,18119,"Owen County, Indiana",8539,213,6042,220,4690,264,2497,261,7.1,1.7,4.1,1.4,0.4,0.4,17.0,4.5,5.7,1.4,2.5,0.9,1.1,0.8,13.3,4.5,12.4,2.0,10.2,2.3,9.9,2.7,18.4,4.3,14.1,2.2,12.8,2.8,12.0,3.0,16.9,4.2,16.5,2.2,16.7,2.6,16.9,3.1,15.3,3.8,20.7,2.3,25.5,2.9,27.7,3.3,9.9,2.9,11.6,2.0,13.6,2.5,15.2,3.0,4.2,1.9,9.5,1.6,11.6,2.3,13.5,2.8,3.8,2.0,1.2,0.6,1.5,0.7,2.0,0.9,0.6,0.8,1.2,0.7,1.4,1.0,1.3,0.9,0.5,0.6,44684,1797,52433,2410,58283,3958,25667,2937,53440,2256,60450,2840,,,34065,3401,30.3,,,,,,,,,,31.3,,,,,,,,,,,,24.8,
