GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
0500000US18121,18121,"Parke County, Indiana",6128,235,4259,253,3391,228,1869,194,5.3,1.5,2.5,1.2,2.1,1.4,12.1,4.2,5.2,1.4,2.3,1.0,1.3,1.0,11.5,4.0,13.7,2.5,8.9,2.8,8.4,3.3,25.7,6.0,16.4,2.5,15.2,3.0,12.9,3.4,20.6,5.3,16.3,2.6,18.5,3.1,19.7,3.5,10.8,4.0,20.9,2.8,25.2,3.8,26.0,4.4,12.0,4.2,13.3,2.5,15.2,3.1,16.2,3.3,6.2,3.8,5.3,1.7,8.1,2.6,8.2,2.6,1.0,1.0,2.0,1.0,2.0,1.1,2.5,1.4,0.0,1.6,1.6,0.8,2.1,1.2,2.7,1.6,0.0,1.6,43214,2314,51711,2971,55262,4475,25327,3907,59654,7403,70290,10584,,,31962,3214,39.4,,,,,,,,,,40.4,,,,,,,,,,,,35.6,
0500000US18123,18123,"Perry County, Indiana",7356,251,5007,219,4025,208,2349,203,7.3,1.6,4.4,2.0,1.0,1.0,14.0,3.6,7.1,1.5,3.5,1.5,2.1,1.3,15.2,4.0,13.5,2.2,6.6,2.2,5.6,2.1,27.5,4.6,11.5,1.9,10.0,2.2,8.5,2.3,16.1,3.7,13.8,2.3,14.5,2.7,15.4,3.2,12.0,3.2,20.0,2.3,26.8,3.0,27.5,3.5,7.1,2.8,15.1,2.4,18.7,2.9,21.6,3.2,5.6,2.4,9.7,1.9,12.6,2.5,15.0,2.9,2.0,1.8,1.1,0.6,1.4,0.7,1.7,0.9,0.6,0.9,1.0,0.6,1.4,0.8,1.6,0.9,0.0,1.3,47309,2842,57411,5689,64397,3030,22370,1738,54703,2319,65168,3405,,,30278,2632,21.9,,,,,,,,,,19.6,,,,,,,,,,,,26.1,
0500000US18125,18125,"Pike County, Indiana",5093,163,3629,202,3010,215,1464,171,5.1,1.6,3.3,1.4,1.9,1.2,11.2,4.0,4.4,1.4,1.6,1.0,1.1,0.9,10.4,4.2,14.0,2.7,9.1,2.5,8.2,2.8,25.9,6.5,14.3,2.2,15.3,2.6,13.5,2.7,13.1,4.7,17.9,2.8,16.0,3.1,14.8,3.1,24.0,7.0,16.9,2.6,20.8,3.6,21.5,4.1,7.4,2.8,14.4,2.8,16.1,3.4,18.3,4.0,7.4,3.9,9.2,1.9,12.5,2.7,15.0,3.3,0.6,0.9,2.9,1.6,4.2,2.2,4.8,2.5,0.0,2.0,0.8,0.5,1.0,0.7,1.2,0.9,0.0,2.0,43065,3418,54184,5362,62070,4167,25974,2451,56384,2744,65415,3385,,,31436,2886,26.0,,,,,,,,,,24.4,,,,,,,,,,,,27.8,
0500000US18127,18127,"Porter County, Indiana",61693,632,43750,879,33907,843,17943,800,5.5,0.6,3.9,0.6,1.4,0.4,11.0,1.5,4.3,0.6,2.3,0.6,1.3,0.5,9.6,1.7,8.7,0.9,5.6,0.8,3.1,0.6,17.1,2.3,8.0,0.7,7.1,0.8,4.8,0.7,11.5,1.3,13.2,0.9,11.1,1.0,9.6,1.0,18.0,2.0,18.6,0.8,19.2,1.2,18.6,1.3,16.8,1.9,14.5,0.9,16.7,1.2,19.0,1.3,8.0,1.6,18.4,1.1,22.9,1.4,28.4,1.7,5.9,1.2,5.4,0.6,7.0,0.7,8.5,1.0,1.2,0.4,3.3,0.5,4.2,0.6,5.2,0.8,0.8,0.3,62818,1714,76733,2773,90007,2173,35683,2182,76165,1799,87746,2350,99894,2786,44530,1917,22.9,,,,,,,,,,23.7,,,,,,,,,,,,20.2,
0500000US18129,18129,"Posey County, Indiana",10178,188,7438,232,6013,242,2740,219,6.7,1.7,3.3,1.4,0.5,0.6,16.2,4.5,3.2,1.0,2.6,1.7,0.6,0.6,8.0,2.4,9.4,1.9,4.8,1.4,2.4,1.0,21.6,5.0,10.0,1.5,7.7,1.5,7.4,1.8,16.2,4.1,13.6,1.9,12.5,2.0,11.0,2.0,14.4,2.8,18.0,2.0,20.4,2.3,21.8,2.6,11.3,3.1,17.1,2.2,21.2,2.7,23.9,3.1,7.3,2.9,15.8,1.9,19.6,2.6,22.9,2.9,3.5,1.9,3.3,1.0,4.1,1.4,5.0,1.7,0.8,0.9,3.0,0.9,3.8,1.2,4.4,1.4,0.6,0.7,59969,3556,73028,4105,80760,3128,26976,2672,73167,4310,83868,5596,,,41595,7875,24.5,,,,,,,,,,23.5,,,,,,,,,,,,24.8,
0500000US18131,18131,"Pulaski County, Indiana",5134,198,3632,201,2906,190,1502,172,8.8,2.3,5.3,2.2,3.6,1.9,17.2,5.2,6.0,1.6,4.6,2.0,2.2,1.3,11.5,3.8,11.7,2.4,6.8,2.0,4.9,2.0,24.4,6.2,10.9,2.1,8.9,2.3,7.8,2.3,14.0,4.3,21.3,3.0,23.5,3.7,23.3,3.9,15.8,4.3,18.5,3.1,22.3,3.5,25.5,4.3,8.7,4.4,12.5,2.5,15.7,3.5,17.2,4.0,4.3,2.7,7.4,1.6,9.3,2.1,11.2,2.7,2.3,1.9,1.6,0.8,1.8,1.0,2.3,1.3,1.1,1.3,1.3,0.6,1.6,0.8,2.0,1.0,0.7,1.0,42910,2548,50573,2542,57026,3551,23736,3557,54122,4011,60741,3625,,,36915,9172,35.4,,,,,,,,,,35.9,,,,,,,,,,,,34.2,
0500000US18133,18133,"Putnam County, Indiana",12557,401,9079,397,7002,359,3478,310,3.8,1.0,2.7,1.2,1.0,0.8,8.7,2.7,3.3,0.8,1.8,0.7,0.5,0.4,7.3,2.2,12.3,1.8,7.5,1.7,4.8,1.3,25.2,5.0,12.3,1.7,8.9,2.0,8.0,1.8,21.0,4.2,18.4,2.1,20.5,2.9,17.4,2.5,16.8,4.0,20.7,2.4,22.8,2.8,24.6,3.3,10.4,3.4,14.6,2.2,16.2,2.7,19.8,3.4,9.1,3.7,10.0,1.7,13.5,2.4,16.8,2.8,0.8,0.7,3.5,1.0,4.8,1.4,5.6,1.9,0.0,0.9,1.1,0.5,1.3,0.6,1.5,0.7,0.7,0.8,49914,2067,58902,4077,67478,3179,28971,2876,62269,2540,70700,3459,,,37586,3789,32.6,,,,,,,,,,34.2,,,,,,,,,,,,23.5,
0500000US18135,18135,"Randolph County, Indiana",10514,240,6923,235,5554,230,3591,277,8.4,1.4,6.5,1.5,3.5,1.3,12.9,3.0,6.8,1.2,2.1,0.9,0.9,0.5,15.7,2.8,13.5,1.7,9.6,1.7,6.8,1.6,24.2,4.2,13.8,1.5,13.5,2.2,11.9,2.2,15.5,2.6,18.1,2.0,18.7,2.5,19.2,2.8,13.9,2.6,18.1,1.8,21.8,2.3,24.2,2.7,10.2,2.6,11.3,1.7,13.8,2.2,16.3,2.4,5.7,2.5,7.5,1.3,10.6,1.9,13.1,2.3,1.1,0.8,1.3,0.6,1.9,0.9,2.4,1.1,0.3,0.3,1.1,0.5,1.5,0.8,1.8,1.0,0.5,0.5,41537,1697,49542,2637,56699,3399,23672,1733,54500,3410,63474,4728,,,34991,5675,27.8,,,,,,,,,,27.0,,,,,,,,,,,,27.8,
0500000US18137,18137,"Ripley County, Indiana",10871,191,7953,222,6504,243,2918,271,4.7,1.1,2.5,0.9,1.1,0.7,11.0,2.9,4.5,1.1,2.1,0.8,1.0,0.6,12.4,3.4,12.9,1.8,8.6,1.8,5.2,1.5,25.8,4.8,10.9,1.5,10.2,1.7,7.7,1.9,14.0,3.2,16.7,2.1,16.0,2.1,15.7,2.3,18.7,4.4,19.9,2.1,22.0,2.4,23.4,2.6,13.2,3.4,15.5,1.9,19.6,2.5,23.5,3.0,2.4,1.3,11.1,1.6,14.1,2.2,16.6,2.6,1.9,1.4,2.6,0.8,3.4,1.1,4.1,1.3,0.3,0.5,1.2,0.5,1.6,0.7,1.9,0.8,0.3,0.4,50364,2479,59840,3524,69399,4686,25411,2031,60624,2069,69562,2814,,,33066,1951,30.4,,,,,,,,,,30.5,,,,,,,,,,,,29.2,
0500000US18139,18139,"Rush County, Indiana",6920,151,4983,209,3737,210,1937,201,7.0,1.7,5.7,2.0,3.6,2.3,14.7,4.4,6.0,1.8,4.2,1.6,2.8,1.6,11.4,4.5,11.8,2.0,8.4,2.3,5.6,2.3,20.4,4.7,12.1,2.0,8.8,2.1,5.9,2.0,18.1,4.6,16.4,2.3,16.1,2.4,17.2,2.7,18.4,6.0,18.8,2.4,23.2,3.1,26.3,3.7,7.9,3.6,12.8,2.1,14.6,2.6,16.8,2.5,6.8,3.1,10.9,2.0,13.2,2.6,15.1,3.1,1.6,1.5,2.5,1.0,3.6,1.6,4.4,1.9,0.4,0.7,1.7,1.0,1.9,1.3,2.3,1.5,0.4,0.6,46021,2987,57132,3023,63372,1903,27482,4548,58443,3312,66323,4506,,,33157,3346,26.1,,,,,,,,,,25.0,,,,,,,,,,,,26.6,
0500000US18141,18141,"St. Joseph County, Indiana",101759,919,65242,930,47092,828,36517,878,7.6,0.6,6.0,0.7,1.6,0.4,12.1,1.2,6.0,0.5,3.1,0.4,1.3,0.3,11.1,1.0,13.2,0.7,9.4,0.8,4.9,0.6,22.4,1.5,12.7,0.6,10.4,0.7,8.8,0.8,16.2,1.1,15.3,0.7,14.2,1.0,14.0,1.0,16.3,1.1,18.4,0.8,21.2,1.0,23.6,1.1,12.4,1.1,10.8,0.6,13.8,0.8,17.1,1.0,5.0,0.8,10.1,0.6,14.0,0.9,18.2,1.1,2.5,0.6,2.9,0.4,4.2,0.5,5.6,0.7,0.7,0.3,2.9,0.3,3.7,0.4,4.9,0.5,1.2,0.4,45012,966,57185,1524,70942,1257,27247,843,61263,1015,72861,1356,87059,1705,38318,1788,27.7,,,,,,,,,,27.9,,,,,,,,,,,,26.2,
0500000US18143,18143,"Scott County, Indiana",8973,279,6190,285,4592,291,2783,264,7.2,2.1,5.8,2.1,1.0,1.1,12.9,5.0,6.6,1.7,4.9,2.1,3.5,1.8,13.2,4.0,13.4,2.4,8.1,2.3,4.8,2.0,23.5,5.1,12.4,2.3,12.1,3.1,11.0,3.2,12.7,3.8,17.8,2.6,18.8,3.2,20.1,3.7,16.0,4.3,23.1,3.0,25.3,3.8,28.9,5.0,14.6,5.3,8.8,2.1,10.0,2.3,11.7,2.4,6.0,3.4,8.4,2.0,12.0,2.9,15.6,3.6,0.7,0.8,1.7,0.9,2.1,1.3,2.3,1.4,0.3,0.4,0.7,0.5,0.9,0.7,1.2,0.9,0.3,0.4,43739,2263,50202,3498,57237,3159,25460,5002,54137,5063,62566,6873,,,32965,3644,27.0,,,,,,,,,,28.1,,,,,,,,,,,,23.6,
0500000US18145,18145,"Shelby County, Indiana",17315,280,11745,370,8753,382,5570,366,5.4,1.1,3.5,1.3,1.4,0.8,10.1,2.2,4.3,0.9,3.1,1.1,0.9,0.6,8.2,1.8,11.2,1.5,7.2,1.8,3.1,1.3,21.0,3.6,11.8,1.5,10.0,1.7,6.8,1.3,17.3,2.7,14.9,1.8,15.1,2.3,13.8,2.4,15.1,3.5,22.5,2.5,24.2,2.8,27.2,3.5,17.0,3.5,14.9,1.7,17.2,2.2,21.2,2.7,7.2,2.2,11.2,1.5,14.6,2.1,18.9,2.6,3.2,1.8,2.2,0.6,3.0,0.8,4.0,1.1,0.6,0.5,1.5,0.6,2.1,0.8,2.8,1.1,0.3,0.4,52341,2389,61551,2299,71746,3184,30632,2573,60356,1800,68776,2401,,,38830,2648,28.7,,,,,,,,,,26.9,,,,,,,,,,,,28.5,
0500000US18147,18147,"Spencer County, Indiana",7917,210,5781,278,4883,263,2136,238,5.4,1.2,3.2,1.4,1.4,1.0,12.1,3.3,4.4,1.1,2.4,1.1,1.6,0.8,9.3,2.7,12.3,1.7,6.4,1.4,4.8,1.4,28.2,5.0,9.8,1.7,8.9,1.5,6.8,1.4,13.8,4.9,16.0,2.4,14.6,2.6,14.5,2.8,18.3,4.7,22.0,2.1,25.8,2.9,28.0,3.1,11.3,3.5,15.4,2.0,19.5,2.3,21.2,2.6,4.4,2.7,11.7,1.8,15.6,2.3,17.2,2.7,1.2,0.9,1.8,0.7,2.2,1.0,2.7,1.2,0.3,0.4,1.3,0.7,1.4,0.8,1.7,1.0,1.0,1.2,53073,4197,64983,2249,68854,3741,25180,2400,61800,3074,70893,3333,,,36549,5427,23.4,,,,,,,,,,22.7,,,,,,,,,,,,24.3,
0500000US18149,18149,"Starke County, Indiana",9009,190,6425,280,4822,282,2584,246,7.7,1.4,6.4,1.5,2.9,1.1,14.0,4.0,6.0,1.5,3.5,1.4,1.9,1.2,11.6,3.6,14.9,2.1,11.4,2.2,8.5,1.9,24.4,4.9,13.6,2.4,13.1,2.5,11.9,2.7,17.6,4.5,17.6,2.0,19.4,2.7,18.8,3.0,14.3,3.7,21.3,2.3,23.5,3.0,27.3,3.6,11.5,3.5,10.6,1.7,12.3,2.4,15.4,2.9,3.8,2.1,6.7,1.3,8.2,1.8,10.3,2.3,2.3,1.6,0.8,0.5,1.2,0.7,1.6,0.9,0.0,1.2,0.9,0.5,1.0,0.6,1.4,0.8,0.5,0.7,40357,2152,46636,3272,54516,3449,24973,3503,51221,3571,55937,3268,63768,3992,35987,8146,30.7,,,,,,,,,,31.3,,,,,,,,,,,,27.3,
0500000US18151,18151,"Steuben County, Indiana",13409,363,9345,316,7437,332,4064,322,5.1,0.9,4.5,1.1,2.3,1.0,8.5,2.2,4.0,1.1,1.1,0.5,0.6,0.4,11.2,3.4,12.2,1.6,8.9,1.8,5.7,1.6,22.7,3.8,12.3,1.6,11.2,1.9,9.9,2.1,14.8,2.8,17.8,2.1,18.5,2.3,17.8,2.6,16.7,3.6,22.1,1.9,23.5,2.4,25.8,2.8,14.2,3.3,11.9,1.4,14.5,1.8,16.6,2.2,5.9,2.7,10.0,1.3,12.0,1.7,14.2,2.0,4.2,1.5,2.4,0.6,2.6,0.8,3.3,1.0,1.6,0.9,2.3,0.7,3.1,1.0,3.7,1.2,0.2,0.2,48750,2191,55309,3033,62782,2942,28324,2745,61045,2646,68950,3345,,,39291,3225,22.0,,,,,,,,,,21.3,,,,,,,,,,,,21.9,
0500000US18153,18153,"Sullivan County, Indiana",7720,329,5508,331,4243,272,2212,237,8.4,2.2,6.0,2.2,1.1,0.6,15.2,4.7,8.8,2.3,3.7,2.1,1.5,1.7,22.0,6.1,11.9,2.1,9.7,2.2,8.4,2.6,18.5,5.3,12.4,2.4,11.0,2.8,9.8,3.0,14.9,4.0,12.7,2.9,13.5,3.0,14.0,3.5,11.0,5.4,20.2,2.6,22.9,2.9,25.9,3.7,12.8,3.9,13.3,2.3,17.8,3.2,20.2,3.8,3.8,2.0,9.6,1.8,11.9,2.5,15.2,3.2,1.0,1.1,1.5,0.7,1.9,1.0,2.4,1.2,0.6,0.8,1.3,0.7,1.6,0.9,1.6,1.1,0.0,1.3,45176,4629,55783,3001,63730,5079,20108,4447,54235,2679,63216,3263,,,29478,2887,27.4,,,,,,,,,,28.4,,,,,,,,,,,,24.3,
0500000US18155,18155,"Switzerland County, Indiana",4065,226,2909,245,2213,208,1156,174,7.5,2.6,5.4,2.6,1.2,1.2,14.4,5.9,5.6,2.4,3.5,2.4,2.7,2.8,12.6,5.7,13.3,2.8,11.9,3.5,8.7,3.6,22.4,6.3,14.1,2.9,11.5,3.6,9.4,3.9,19.6,6.7,18.1,3.0,19.9,4.3,19.6,4.5,11.2,4.9,25.6,3.8,29.0,4.7,34.5,5.7,14.1,6.6,8.2,2.2,8.8,2.7,11.0,3.5,4.3,3.2,5.9,2.1,7.7,2.8,9.9,3.6,1.4,1.6,0.8,0.5,1.2,0.7,1.5,0.9,0.0,2.6,0.8,0.7,1.1,1.0,1.5,1.4,0.0,2.6,44447,2810,48095,3984,54498,3699,25206,3381,49113,2932,54767,3780,,,30819,3708,35.4,,,,,,,,,,39.9,,,,,,,,,,,,22.1,
0500000US18157,18157,"Tippecanoe County, Indiana",66921,717,38297,734,29019,743,28624,837,10.7,0.8,5.0,0.9,1.6,0.6,20.2,1.9,5.5,0.7,2.4,0.5,1.3,0.6,9.8,1.5,13.0,0.9,8.5,1.2,4.7,0.9,19.9,1.8,11.4,0.9,9.8,1.1,7.6,1.0,14.6,1.5,14.2,0.9,12.1,1.1,10.9,1.2,16.0,1.8,18.1,1.1,22.2,1.4,24.3,1.7,11.5,1.3,10.8,0.8,15.2,1.1,18.1,1.5,4.0,0.8,10.9,0.7,16.4,1.1,20.9,1.3,2.9,0.7,2.7,0.4,4.2,0.7,4.9,0.9,0.4,0.2,2.7,0.3,4.3,0.5,5.6,0.7,0.6,0.2,44474,963,61994,1711,74346,2468,25002,1349,60264,1773,78201,3071,91159,4000,33717,1471,29.9,,,,,,,,,,26.6,,,,,,,,,,,,32.1,
0500000US18159,18159,"Tipton County, Indiana",6479,171,4694,216,3692,234,1785,240,4.6,1.7,2.2,1.7,0.6,0.6,10.9,3.9,4.0,1.7,1.9,1.5,1.3,1.1,9.7,4.9,9.1,2.2,5.1,1.7,3.5,1.5,21.3,6.7,12.3,2.6,9.6,2.8,8.9,2.9,19.4,6.3,16.9,3.3,18.4,4.0,13.7,4.0,16.8,6.0,21.5,3.0,24.1,3.6,27.8,4.4,10.8,3.1,15.8,2.5,20.6,3.1,21.9,4.0,3.4,2.1,11.7,2.4,13.6,2.9,16.4,3.5,4.5,3.1,2.1,0.9,2.7,1.2,3.4,1.5,0.4,0.8,2.1,1.4,1.9,1.3,2.4,1.7,2.7,3.2,53340,3445,60325,6370,69225,4467,28867,2480,64095,4563,70786,4100,,,43609,10796,25.5,,,,,,,,,,25.0,,,,,,,,,,,,26.8,
0500000US18161,18161,"Union County, Indiana",2949,121,1971,147,1624,153,978,133,6.0,2.1,2.0,1.2,0.6,0.8,14.5,5.5,5.8,1.8,2.8,1.5,2.6,1.8,12.0,4.8,13.4,2.7,7.1,2.8,6.4,3.2,26.8,6.4,15.0,3.3,14.5,4.2,12.1,4.6,19.3,5.3,11.6,2.7,9.6,3.3,9.9,3.5,13.7,5.1,26.1,4.2,32.8,5.7,33.6,6.2,10.8,5.9,10.9,3.1,15.0,4.3,15.7,4.7,2.9,2.5,9.0,2.7,13.1,3.8,15.3,4.5,0.0,3.0,2.3,1.4,3.2,2.2,3.9,2.6,0.0,3.0,0.0,1.0,0.0,1.5,0.0,1.8,0.0,3.0,47083,5685,59576,3844,61426,2170,23571,3041,53052,3096,64522,3872,,,28157,2721,27.4,,,,,,,,,,32.3,,,,,,,,,,,,16.4,
0500000US18163,18163,"Vanderburgh County, Indiana",74365,795,45106,813,31800,656,29259,936,9.2,0.7,5.9,0.7,1.8,0.5,15.2,1.5,5.8,0.6,2.9,0.6,0.8,0.3,10.7,1.1,12.1,0.7,8.6,0.9,5.2,0.8,19.2,1.5,13.4,0.8,11.5,1.1,8.6,1.0,16.7,1.5,15.9,1.0,14.6,0.9,13.4,1.1,17.0,1.6,18.2,0.9,20.7,1.4,23.3,1.7,12.7,1.3,11.2,0.9,15.0,1.2,19.1,1.6,4.9,0.9,9.6,0.7,13.9,1.1,18.3,1.4,2.3,0.7,2.5,0.3,3.9,0.5,5.4,0.8,0.5,0.2,2.1,0.3,3.0,0.6,4.1,0.8,0.8,0.3,43067,1023,57756,1292,71559,1774,27648,1215,58080,1313,70708,1952,85208,2718,36524,1700,30.5,,,,,,,,,,30.2,,,,,,,,,,,,29.5,
0500000US18165,18165,"Vermillion County, Indiana",6491,211,4174,217,3141,253,2317,216,8.5,2.6,5.6,2.7,3.7,2.9,14.4,5.3,5.7,1.2,1.2,0.6,1.0,0.6,13.1,3.3,11.6,1.9,7.1,2.1,6.6,2.3,22.5,4.5,13.2,1.9,12.2,2.3,10.5,2.4,15.2,4.1,17.9,2.2,22.3,3.0,18.2,3.2,9.9,3.3,21.6,3.1,23.5,4.0,25.6,4.5,16.7,5.1,11.7,1.9,15.1,2.9,17.9,3.7,4.8,2.8,6.9,1.5,9.2,2.3,11.6,2.8,2.2,1.4,1.4,0.6,1.7,0.8,2.2,1.1,0.5,0.6,1.6,0.8,2.0,1.0,2.7,1.4,0.7,1.2,44088,2111,51006,2664,57700,3436,24991,2278,55731,5375,62133,3326,,,41658,14280,34.8,,,,,,,,,,34.9,,,,,,,,,,,,33.2,
0500000US18167,18167,"Vigo County, Indiana",39769,604,24804,566,17878,538,14965,525,9.6,0.8,5.7,1.0,2.0,0.8,17.3,1.8,7.2,0.8,3.7,0.8,1.6,0.6,13.7,1.9,14.6,1.2,11.0,1.2,6.6,1.1,21.1,2.4,12.0,1.0,11.0,1.2,9.2,1.2,14.3,1.9,14.9,1.1,15.9,1.4,15.8,1.6,12.9,1.9,17.8,1.3,20.6,1.5,23.6,1.9,12.6,2.0,10.8,1.0,13.2,1.3,16.5,1.7,5.2,1.2,9.0,0.9,12.7,1.3,16.3,1.6,2.2,0.6,2.2,0.4,3.2,0.7,4.4,0.9,0.3,0.3,2.1,0.4,3.0,0.6,3.9,0.7,0.4,0.3,41175,1246,52947,2010,65478,1437,23963,1210,55965,1490,68228,2321,80952,2848,32835,1516,30.2,,,,,,,,,,29.1,,,,,,,,,,,,30.5,
0500000US18169,18169,"Wabash County, Indiana",12777,310,9043,352,7185,330,3734,297,7.8,1.4,6.2,1.4,2.2,1.0,12.3,3.5,4.7,1.0,1.4,0.6,0.8,0.5,13.7,3.4,13.6,1.5,8.7,1.6,5.2,1.4,26.5,3.5,11.8,1.6,11.0,1.8,7.9,1.8,13.8,3.0,17.5,1.5,19.0,2.1,19.8,2.5,14.9,2.9,21.2,2.2,23.9,2.4,27.6,2.7,12.7,3.3,13.3,1.8,16.7,2.3,20.1,2.7,4.3,2.3,7.4,1.3,9.9,1.7,12.2,2.2,0.6,0.6,1.6,0.5,2.0,0.7,2.5,0.9,0.6,0.7,1.1,0.5,1.3,0.6,1.6,0.8,0.7,0.6,45657,2021,53275,2255,60270,3195,24098,1673,54746,2663,62776,2925,,,33229,3094,21.2,,,,,,,,,,19.6,,,,,,,,,,,,24.6,
0500000US18171,18171,"Warren County, Indiana",3325,98,2412,120,1977,131,913,115,2.9,1.1,0.5,0.6,0.0,1.5,9.9,4.2,4.0,1.4,1.5,1.0,0.8,0.6,11.8,4.6,11.5,2.6,4.5,2.2,3.6,2.3,29.2,7.6,8.8,2.1,10.3,3.5,7.2,2.6,12.3,4.5,16.2,2.6,16.8,3.1,16.3,3.8,16.3,4.8,21.6,3.1,22.7,3.7,23.0,4.0,11.9,5.1,16.7,3.2,20.3,3.9,22.0,4.5,4.7,2.5,11.6,3.0,14.5,3.8,16.2,4.6,3.6,4.8,1.8,1.0,2.5,1.4,3.0,1.7,0.0,3.2,4.9,1.9,6.4,2.5,7.8,3.0,0.2,0.4,56642,3487,65333,6489,74327,4654,24076,4864,71424,5363,83355,6941,,,34957,6124,23.1,,,,,,,,,,23.8,,,,,,,,,,,,18.4,
0500000US18173,18173,"Warrick County, Indiana",22675,396,16832,508,14441,539,5843,513,3.0,0.9,1.9,0.7,0.3,0.3,7.8,3.0,3.8,0.8,1.7,0.7,1.2,0.6,9.5,2.4,7.4,1.1,4.7,1.0,2.8,0.8,15.9,3.4,10.4,1.5,7.2,1.5,4.5,1.1,20.7,3.5,14.7,1.5,13.2,1.7,12.4,1.8,17.2,3.1,20.3,1.8,21.1,2.0,22.0,2.2,18.2,3.4,15.8,1.7,19.7,2.3,22.1,2.5,3.3,1.3,15.8,1.5,19.0,1.8,21.6,2.1,6.2,2.4,4.8,0.9,6.3,1.2,7.4,1.4,0.5,0.6,4.0,0.7,5.1,1.0,5.7,1.2,0.6,0.6,62747,2503,75239,3509,84973,2841,32696,2773,79095,2802,91147,3261,,,42633,4054,21.1,,,,,,,,,,20.4,,,,,,,,,,,,22.0,
0500000US18175,18175,"Washington County, Indiana",10512,324,7418,335,5468,306,3094,289,7.6,1.6,5.9,1.6,2.0,0.9,15.3,3.8,6.4,1.5,3.8,1.4,2.5,1.6,13.0,3.5,10.9,1.7,8.5,1.8,6.9,1.6,16.5,3.3,16.3,2.3,13.2,2.4,11.9,2.7,25.1,5.2,17.6,2.3,18.7,2.7,18.4,3.4,13.2,3.7,19.3,2.4,22.3,2.9,24.7,3.8,9.9,3.2,12.5,2.1,16.2,2.6,19.2,3.1,3.6,2.1,6.5,1.4,8.0,1.9,10.0,2.5,1.8,1.4,2.0,0.9,2.1,1.1,2.7,1.5,1.4,1.8,1.0,0.6,1.3,0.8,1.7,1.1,0.3,0.4,42424,2383,49891,4406,58011,3507,26786,1697,52201,2877,58954,3493,,,32860,3699,24.0,,,,,,,,,,25.1,,,,,,,,,,,,19.5,
